store_id,chain,store_name,sale_start,sale_end,product_name,specification,price_ex_tax_yen,price_in_tax_yen,tax_rate,promotion,category,availability_rule,scope_level,source_type,validation_status,source_url,source_image,source_fingerprint,verification_note
life_hikawadai,ライフ,氷川台店,2026-09-13,2026-09-13,ピーマン（大容量）,1袋,358,386,0.08,,青果,,verified_snapshot,current_flyer_daily_visual_verified,verified,https://tokubai.co.jp/transit/rail_lines/station_groups/5171/leaflet,e30a242f248b50e5f0f3.jpg|abb0949e11a5f2d78ca6.jpg,06d7cb799d5343d7ee2505ba81987d1edee4f90e5c14536a1f38e9a93ea6e245,current-Life-daily-panel-2026-09-13-visual-check
life_hikawadai,ライフ,氷川台店,2026-09-13,2026-09-13,国内産 若どりむね肉,100g当り,69,74,0.08,,精肉,,verified_snapshot,current_flyer_daily_visual_verified,verified,https://tokubai.co.jp/transit/rail_lines/station_groups/5171/leaflet,e30a242f248b50e5f0f3.jpg|abb0949e11a5f2d78ca6.jpg,06d7cb799d5343d7ee2505ba81987d1edee4f90e5c14536a1f38e9a93ea6e245,current-Life-daily-panel-2026-09-13-visual-check
life_hikawadai,ライフ,氷川台店,2026-09-13,2026-09-13,ナガノパープル,1房,1280,1382,0.08,,青果,,verified_snapshot,current_flyer_daily_visual_verified,verified,https://tokubai.co.jp/transit/rail_lines/station_groups/5171/leaflet,e30a242f248b50e5f0f3.jpg|abb0949e11a5f2d78ca6.jpg,06d7cb799d5343d7ee2505ba81987d1edee4f90e5c14536a1f38e9a93ea6e245,current-Life-daily-panel-2026-09-13-visual-check
life_hikawadai,ライフ,氷川台店,2026-09-13,2026-09-13,バナナ／アボカド,各1コ,100,108,0.08,,青果,,verified_snapshot,current_flyer_daily_visual_verified,verified,https://tokubai.co.jp/transit/rail_lines/station_groups/5171/leaflet,e30a242f248b50e5f0f3.jpg|abb0949e11a5f2d78ca6.jpg,06d7cb799d5343d7ee2505ba81987d1edee4f90e5c14536a1f38e9a93ea6e245,current-Life-daily-panel-2026-09-13-visual-check
life_hikawadai,ライフ,氷川台店,2026-09-14,2026-09-14,国内産若どりカタ肉（解凍品）／あまに豚挽肉,各100g当り,99,106,0.08,,精肉,,verified_snapshot,current_flyer_daily_visual_verified,verified,https://tokubai.co.jp/transit/rail_lines/station_groups/5171/leaflet,e30a242f248b50e5f0f3.jpg|abb0949e11a5f2d78ca6.jpg,fa07ae6f865ca00ae0169ee16d06368e644b5c4f093c2f1f281ad18c58eac8f5,current-Life-daily-panel-2026-09-14-visual-check
life_hikawadai,ライフ,氷川台店,2026-09-14,2026-09-14,ほうれん草,1袋,178,192,0.08,,青果,,verified_snapshot,current_flyer_daily_visual_verified,verified,https://tokubai.co.jp/transit/rail_lines/station_groups/5171/leaflet,e30a242f248b50e5f0f3.jpg|abb0949e11a5f2d78ca6.jpg,fa07ae6f865ca00ae0169ee16d06368e644b5c4f093c2f1f281ad18c58eac8f5,current-Life-daily-panel-2026-09-14-visual-check
life_hikawadai,ライフ,氷川台店,2026-09-14,2026-09-14,蒸しベビーほたて（解凍・生食用）,100g当り,390,421,0.08,,鮮魚,,verified_snapshot,current_flyer_daily_visual_verified,verified,https://tokubai.co.jp/transit/rail_lines/station_groups/5171/leaflet,e30a242f248b50e5f0f3.jpg|abb0949e11a5f2d78ca6.jpg,fa07ae6f865ca00ae0169ee16d06368e644b5c4f093c2f1f281ad18c58eac8f5,current-Life-daily-panel-2026-09-14-visual-check
life_hikawadai,ライフ,氷川台店,2026-09-14,2026-09-14,染みタレメンチカツ丼／牛カルビささがきごぼう丼,各1パック,399,430,0.08,,惣菜,,verified_snapshot,current_flyer_daily_visual_verified,verified,https://tokubai.co.jp/transit/rail_lines/station_groups/5171/leaflet,e30a242f248b50e5f0f3.jpg|abb0949e11a5f2d78ca6.jpg,fa07ae6f865ca00ae0169ee16d06368e644b5c4f093c2f1f281ad18c58eac8f5,current-Life-daily-panel-2026-09-14-visual-check
life_hikawadai,ライフ,氷川台店,2026-09-14,2026-09-14,はごろもフーズ シーチキン Lフレーク,70g×4缶,438,473,0.08,,加工食品,,verified_snapshot,current_flyer_daily_visual_verified,verified,https://tokubai.co.jp/transit/rail_lines/station_groups/5171/leaflet,e30a242f248b50e5f0f3.jpg|abb0949e11a5f2d78ca6.jpg,fa07ae6f865ca00ae0169ee16d06368e644b5c4f093c2f1f281ad18c58eac8f5,current-Life-daily-panel-2026-09-14-visual-check
life_hikawadai,ライフ,氷川台店,2026-09-14,2026-09-14,はごろもフーズ オイル不使用シーチキンマイルド,70g×4缶,398,429,0.08,,加工食品,,verified_snapshot,current_flyer_daily_visual_verified,verified,https://tokubai.co.jp/transit/rail_lines/station_groups/5171/leaflet,e30a242f248b50e5f0f3.jpg|abb0949e11a5f2d78ca6.jpg,fa07ae6f865ca00ae0169ee16d06368e644b5c4f093c2f1f281ad18c58eac8f5,current-Life-daily-panel-2026-09-14-visual-check
life_hikawadai,ライフ,氷川台店,2026-09-14,2026-09-14,ヤクルト Newヤクルト／ヤクルト糖質・カロリー50%オフ,各65ml×10本,378,408,0.08,,飲料,,verified_snapshot,current_flyer_daily_visual_verified,verified,https://tokubai.co.jp/transit/rail_lines/station_groups/5171/leaflet,e30a242f248b50e5f0f3.jpg|abb0949e11a5f2d78ca6.jpg,fa07ae6f865ca00ae0169ee16d06368e644b5c4f093c2f1f281ad18c58eac8f5,current-Life-daily-panel-2026-09-14-visual-check
life_hikawadai,ライフ,氷川台店,2026-09-14,2026-09-14,ライオン ソフラン プレミアム消臭 詰替特大,750ml,388,426,0.1,,日用品,,verified_snapshot,current_flyer_daily_visual_verified,verified,https://tokubai.co.jp/transit/rail_lines/station_groups/5171/leaflet,e30a242f248b50e5f0f3.jpg|abb0949e11a5f2d78ca6.jpg,fa07ae6f865ca00ae0169ee16d06368e644b5c4f093c2f1f281ad18c58eac8f5,current-Life-daily-panel-2026-09-14-visual-check
